Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[sample id]	Characteristics[animal id]	Characteristics[organism]	Characteristics[genotype]	Characteristics[disease]	Characteristics[strain]	Characteristics[sex]	Characteristics[organism part]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[organism]	Factor Value[organism part]
Sample 58	ERS1935449	SAMEA104310471	199_59	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	colon	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 58	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 58	sequencing assay	ERX2187508	199_59_GATCAG_L007_R1_001.fastq.gz	199_59_GATCAG_L007_R1_001.fastq.gz	ERR2130656	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/006/ERR2130656/ERR2130656.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	colon
Sample 71	ERS1935450	SAMEA104310472	199_72	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	colon	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 71	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 71	sequencing assay	ERX2187509	199_72_ATTCCT_L008_R1_001.fastq.gz	199_72_ATTCCT_L008_R1_001.fastq.gz	ERR2130657	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/007/ERR2130657/ERR2130657.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	colon
Sample 42	ERS1935451	SAMEA104310473	199_43	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	duodenum	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 42	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 42	sequencing assay	ERX2187510	199_43_GATCAG_L005_R1_001.fastq.gz	199_43_GATCAG_L005_R1_001.fastq.gz	ERR2130658	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/008/ERR2130658/ERR2130658.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	duodenum
Sample 55	ERS1935452	SAMEA104310474	199_56	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	duodenum	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 55	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 55	sequencing assay	ERX2187511	199_56_ATTCCT_L006_R1_001.fastq.gz	199_56_ATTCCT_L006_R1_001.fastq.gz	ERR2130659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/009/ERR2130659/ERR2130659.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	duodenum
Sample 68	ERS1935453	SAMEA104310475	199_69	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	duodenum	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 68	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 68	sequencing assay	ERX2187512	199_69_GGCTAC_L008_R1_001.fastq.gz	199_69_GGCTAC_L008_R1_001.fastq.gz	ERR2130660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/000/ERR2130660/ERR2130660.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	duodenum
Sample 50	ERS1935454	SAMEA104310476	199_51	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	esophagus	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 50	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 50	sequencing assay	ERX2187513	199_51_GATCAG_L006_R1_001.fastq.gz	199_51_GATCAG_L006_R1_001.fastq.gz	ERR2130661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/001/ERR2130661/ERR2130661.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	esophagus
Sample 63	ERS1935455	SAMEA104310477	199_64	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	esophagus	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 63	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 63	sequencing assay	ERX2187514	199_64_ATTCCT_L007_R1_001.fastq.gz	199_64_ATTCCT_L007_R1_001.fastq.gz	ERR2130662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/002/ERR2130662/ERR2130662.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	esophagus
Sample 76	ERS1935456	SAMEA104310478	199_77	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	esophagus	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 76	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 76	sequencing assay	ERX2187515	199_77_GTTTCG_L003_R1_001.fastq.gz	199_77_GTTTCG_L003_R1_001.fastq.gz	ERR2130663	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/003/ERR2130663/ERR2130663.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	esophagus
Sample 49	ERS1935457	SAMEA104310479	199_50	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	heart	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 49	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 49	sequencing assay	ERX2187516	199_50_TTAGGC_L006_R1_001.fastq.gz	199_50_TTAGGC_L006_R1_001.fastq.gz	ERR2130664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/004/ERR2130664/ERR2130664.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	heart
Sample 62	ERS1935458	SAMEA104310480	199_63	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	heart	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 62	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 62	sequencing assay	ERX2187517	199_63_ACTGAT_L007_R1_001.fastq.gz	199_63_ACTGAT_L007_R1_001.fastq.gz	ERR2130665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/005/ERR2130665/ERR2130665.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	heart
Sample 75	ERS1935459	SAMEA104310481	199_76	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	heart	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 75	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 75	sequencing assay	ERX2187518	199_76_GTGGCC_L003_R1_001.fastq.gz	199_76_GTGGCC_L003_R1_001.fastq.gz	ERR2130666	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/006/ERR2130666/ERR2130666.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	heart
Sample 44	ERS1935460	SAMEA104310482	199_45	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	ileum	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 44	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 44	sequencing assay	ERX2187519	199_45_GGCTAC_L005_R1_001.fastq.gz	199_45_GGCTAC_L005_R1_001.fastq.gz	ERR2130667	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/007/ERR2130667/ERR2130667.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	ileum
Sample 57	ERS1935461	SAMEA104310483	199_58	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	ileum	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 57	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 57	sequencing assay	ERX2187520	199_58_TTAGGC_L007_R1_001.fastq.gz	199_58_TTAGGC_L007_R1_001.fastq.gz	ERR2130668	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/008/ERR2130668/ERR2130668.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	ileum
Sample 70	ERS1935462	SAMEA104310484	199_71	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	ileum	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 70	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 70	sequencing assay	ERX2187521	199_71_ACTGAT_L008_R1_001.fastq.gz	199_71_ACTGAT_L008_R1_001.fastq.gz	ERR2130669	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/009/ERR2130669/ERR2130669.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	ileum
Sample 43	ERS1935463	SAMEA104310485	199_44	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	jejunum	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 43	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 43	sequencing assay	ERX2187522	199_44_TAGCTT_L005_R1_001.fastq.gz	199_44_TAGCTT_L005_R1_001.fastq.gz	ERR2130670	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/000/ERR2130670/ERR2130670.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	jejunum
Sample 56	ERS1935464	SAMEA104310486	199_57	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	jejunum	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 56	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 56	sequencing assay	ERX2187523	199_57_ATCACG_L007_R1_001.fastq.gz	199_57_ATCACG_L007_R1_001.fastq.gz	ERR2130671	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/001/ERR2130671/ERR2130671.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	jejunum
